,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
13169,13407,1328,2,2011.0,8,53,0.04,0.0,0.0,0.0
13170,13408,10932,13,2009.0,8,21,0.01,0.03,0.0,0.01
13171,13409,3991,2,2014.0,7,445,0.0,0.0,0.05,0.0
13172,13410,516,20,2014.0,7,499,0.0,0.0,0.05,0.0
13173,13411,1013,19,2006.0,7,455,0.0,0.0,0.05,0.0
13174,13412,824,15,2000.0,3,406,0.03,0.02,0.0,0.0
13175,13413,464,17,2015.0,0,499,0.0,0.0,0.05,0.0
13176,13414,8864,28,2013.0,8,21,0.04,0.0,0.0,0.0
13177,13415,11048,29,2004.0,11,288,0.03,0.01,0.0,0.0
13178,13416,11140,17,2015.0,7,499,0.0,0.0,0.05,0.0
13179,13417,3445,21,1996.0,2,437,0.0,0.0,0.05,0.0
13180,13418,877,19,2008.0,2,455,0.0,0.0,0.05,0.0
13181,13419,2337,6,2003.0,0,55,0.03,0.01,0.0,0.0
13182,13420,8329,13,2010.0,3,547,0.04,0.0,0.0,0.0
13183,13421,2961,4,2009.0,3,330,0.0,0.04,0.0,0.0
13184,13422,9628,29,2005.0,3,101,0.03,0.01,0.0,0.0
13185,13423,4299,15,2001.0,5,524,0.03,0.02,0.0,0.0
13186,13424,10968,16,2002.0,10,465,0.0,0.0,0.05,0.0
13187,13425,11100,29,2003.0,8,487,0.03,0.01,0.0,0.0
13188,13426,2982,4,2007.0,0,493,0.04,0.0,0.0,0.0
13189,13427,9386,4,2006.0,3,359,0.0,0.0,0.05,0.0
13190,13428,10285,19,2014.0,0,499,0.0,0.0,0.05,0.0
13191,13429,3682,4,2009.0,1,524,0.03,0.01,0.0,0.0
13192,13430,10365,13,2009.0,11,265,0.0,0.04,0.0,0.01
13193,13431,5188,4,2008.0,3,137,0.04,0.0,0.0,0.0
13194,13432,539,13,2009.0,0,524,0.0,0.04,0.0,0.01
13195,13433,3329,29,2003.0,4,436,0.03,0.01,0.0,0.0
13196,13434,7285,26,2009.0,10,402,0.04,0.0,0.0,0.0
13197,13435,6567,2,2011.0,3,85,0.0,0.0,0.05,0.0
13198,13436,1400,10,1999.0,6,491,0.0,0.0,0.05,0.0
13199,13437,5830,18,2016.0,4,120,0.04,0.0,0.0,0.01
13200,13438,7194,13,2016.0,8,138,0.0,0.04,0.0,0.0
13201,13439,366,17,2010.0,4,455,0.0,0.03,0.0,0.01
13202,13440,159,6,2003.0,3,21,0.03,0.01,0.0,0.0
13203,13441,3666,28,2011.0,1,112,0.0,0.04,0.0,0.01
13204,13442,10037,4,2007.0,11,288,0.03,0.01,0.0,0.0
13205,13443,5023,2,2013.0,0,547,0.0,0.04,0.0,0.0
13206,13444,8251,13,2006.0,1,128,0.0,0.04,0.0,0.01
13207,13445,10795,15,1997.0,10,177,0.03,0.02,0.0,0.0
13208,13446,6484,4,2009.0,5,395,0.04,0.0,0.0,0.0
13209,13447,3811,20,2014.0,1,230,0.0,0.0,0.05,0.0
13210,13448,10346,29,2004.0,8,101,0.03,0.01,0.0,0.0
13211,13449,4836,4,2011.0,1,63,0.0,0.0,0.05,0.0
13212,13450,6744,4,2011.0,7,55,0.0,0.0,0.05,0.0
13213,13451,581,7,2004.0,8,142,0.03,0.01,0.0,0.0
13214,13452,8864,27,2013.0,8,21,0.0,0.04,0.0,0.0
13215,13453,8488,16,2009.0,6,487,0.02,0.02,0.0,0.01
13216,13454,3422,22,1994.0,3,445,0.0,0.0,0.04,0.0
13217,13455,7635,15,1999.0,5,330,0.03,0.02,0.0,0.0
13218,13456,4470,13,2011.0,5,430,0.0,0.04,0.0,0.01
13219,13457,6556,4,2008.0,9,524,0.04,0.0,0.0,0.0
13220,13458,9321,4,2010.0,9,52,0.04,0.0,0.0,0.0
13221,13459,1854,4,2006.0,0,487,0.04,0.0,0.0,0.0
13222,13460,8762,15,1995.0,9,431,0.0,0.0,0.04,0.0
13223,13461,9145,6,2005.0,7,63,0.0,0.0,0.04,0.0
13224,13462,9774,16,2009.0,2,438,0.0,0.0,0.04,0.0
13225,13463,469,16,2006.0,2,101,0.02,0.02,0.0,0.01
13226,13464,7628,19,2006.0,10,21,0.04,0.0,0.0,0.0
13227,13465,7129,4,2008.0,3,85,0.0,0.0,0.04,0.0
13228,13466,5456,16,2007.0,7,362,0.0,0.0,0.04,0.0
13229,13467,8004,13,2009.0,1,160,0.0,0.04,0.0,0.01
13230,13468,1368,4,2010.0,3,348,0.04,0.0,0.0,0.0
13231,13469,9974,26,2008.0,4,77,0.04,0.0,0.0,0.0
13232,13470,9732,16,2006.0,10,21,0.02,0.02,0.0,0.01
13233,13471,10613,21,1995.0,3,445,0.0,0.0,0.04,0.0
13234,13472,10201,19,2009.0,1,412,0.0,0.0,0.04,0.0
13235,13473,3718,16,2007.0,2,528,0.0,0.0,0.04,0.0
13236,13474,6673,4,2005.0,3,472,0.0,0.0,0.04,0.0
13237,13475,517,20,2015.0,7,499,0.0,0.0,0.04,0.0
13238,13476,5838,6,2005.0,3,564,0.03,0.01,0.0,0.0
13239,13477,11009,20,2015.0,0,347,0.0,0.0,0.04,0.0
13240,13478,2203,7,2002.0,4,524,0.03,0.01,0.0,0.0
13241,13480,495,15,1996.0,0,139,0.02,0.02,0.0,0.0
13242,13481,563,26,2008.0,10,53,0.04,0.0,0.0,0.0
13243,13482,10959,4,2010.0,3,6,0.04,0.0,0.0,0.0
13244,13483,11124,4,2007.0,0,347,0.0,0.0,0.04,0.0
13245,13484,810,26,2007.0,8,137,0.04,0.0,0.0,0.0
13246,13485,10161,13,2009.0,0,524,0.0,0.03,0.0,0.01
13247,13486,2812,20,2015.0,7,28,0.0,0.0,0.04,0.0
13248,13487,4091,26,2010.0,6,470,0.04,0.0,0.0,0.0
13249,13488,6842,29,2005.0,8,91,0.03,0.01,0.0,0.0
13250,13489,6737,18,2016.0,3,499,0.0,0.0,0.04,0.0
13251,13490,7970,15,2001.0,0,425,0.02,0.02,0.0,0.0
13252,13491,3292,4,2007.0,11,464,0.01,0.0,0.03,0.0
13253,13492,1908,30,2016.0,0,120,0.02,0.02,0.0,0.0
13254,13493,8283,4,2008.0,3,359,0.0,0.0,0.04,0.0
13255,13494,7984,17,2016.0,10,31,0.0,0.04,0.0,0.01
13256,13495,931,6,2004.0,7,275,0.03,0.01,0.0,0.0
13257,13496,7357,13,2003.0,11,137,0.0,0.04,0.0,0.0
13258,13497,1227,4,2008.0,0,122,0.04,0.0,0.0,0.0
13259,13498,6732,2,2013.0,9,499,0.0,0.0,0.04,0.0
13260,13499,325,15,1998.0,11,499,0.0,0.0,0.04,0.0
13261,13500,8388,15,1996.0,3,312,0.0,0.0,0.04,0.0
13262,13501,7770,13,2012.0,8,85,0.0,0.04,0.0,0.01
13263,13502,1704,6,2004.0,10,473,0.03,0.01,0.0,0.0
13264,13503,1860,6,2002.0,8,487,0.03,0.01,0.0,0.0
13265,13504,4645,4,2011.0,3,381,0.0,0.04,0.0,0.01
13266,13505,3964,19,2007.0,0,91,0.04,0.0,0.0,0.0
13267,13506,4197,13,2006.0,9,524,0.0,0.04,0.0,0.01
13268,13507,4458,26,2011.0,10,510,0.04,0.0,0.0,0.0
13269,13508,9365,29,2004.0,6,91,0.03,0.01,0.0,0.0
13270,13509,4188,16,2000.0,5,455,0.0,0.0,0.04,0.0
13271,13510,9355,18,2016.0,6,327,0.0,0.04,0.0,0.01
13272,13511,3693,19,2009.0,7,55,0.0,0.0,0.04,0.0
13273,13512,10363,6,2005.0,3,524,0.03,0.01,0.0,0.0
13274,13513,1795,16,2007.0,3,387,0.0,0.0,0.04,0.0
13275,13514,3644,15,1997.0,3,540,0.02,0.02,0.0,0.0
13276,13515,1405,4,2009.0,0,347,0.0,0.0,0.04,0.0
13277,13516,9772,16,2002.0,2,404,0.0,0.0,0.04,0.0
13278,13517,1599,4,2009.0,0,109,0.04,0.0,0.0,0.0
13279,13518,2901,4,2006.0,10,138,0.04,0.0,0.0,0.0
13280,13519,5265,26,2009.0,3,564,0.04,0.0,0.0,0.0
13281,13520,1906,19,2007.0,0,109,0.04,0.0,0.0,0.0
13282,13521,1738,16,2005.0,1,263,0.0,0.0,0.04,0.0
13283,13522,4171,20,2014.0,0,98,0.0,0.0,0.04,0.0
13284,13523,2219,7,2007.0,0,126,0.03,0.01,0.0,0.0
13285,13524,3857,4,2008.0,1,275,0.0,0.0,0.04,0.0
13286,13525,5856,26,2009.0,3,359,0.0,0.0,0.04,0.0
13287,13526,7508,17,2014.0,5,445,0.0,0.0,0.04,0.0
13288,13527,8750,9,1992.0,4,445,0.0,0.0,0.04,0.0
13289,13528,3178,29,2006.0,6,142,0.03,0.01,0.0,0.0
13290,13529,7924,16,2006.0,8,137,0.02,0.02,0.0,0.01
13291,13530,8891,16,2003.0,0,445,0.02,0.02,0.0,0.01
13292,13531,7559,30,2016.0,10,290,0.04,0.0,0.0,0.0
13293,13532,4648,6,2003.0,4,325,0.03,0.01,0.0,0.0
13294,13533,7774,17,2006.0,0,85,0.0,0.0,0.04,0.0
13295,13534,2268,19,2006.0,3,455,0.0,0.0,0.04,0.0
13296,13535,6008,26,2007.0,6,409,0.04,0.0,0.0,0.0
13297,13536,1568,7,2004.0,8,436,0.03,0.01,0.0,0.0
13298,13537,10232,4,2006.0,9,6,0.04,0.0,0.0,0.0
13299,13538,3471,2,2011.0,4,101,0.04,0.0,0.0,0.0
13300,13539,8858,13,2010.0,6,126,0.0,0.04,0.0,0.01
13301,13540,548,19,2010.0,1,230,0.0,0.0,0.04,0.0
13302,13541,4852,7,2004.0,0,275,0.03,0.01,0.0,0.0
13303,13542,1384,6,2005.0,0,564,0.03,0.01,0.0,0.0
13304,13543,1772,29,2003.0,11,276,0.03,0.01,0.0,0.0
13305,13544,3613,26,2010.0,1,275,0.04,0.0,0.0,0.0
13306,13545,10828,17,2012.0,1,37,0.0,0.0,0.04,0.0
13307,13546,6968,17,2013.0,8,367,0.02,0.02,0.0,0.01
13308,13547,3539,23,1995.0,4,63,0.0,0.0,0.04,0.0
13309,13548,10666,28,2011.0,10,273,0.0,0.04,0.0,0.01
13310,13549,165,6,2004.0,7,524,0.03,0.01,0.0,0.0
13311,13550,1315,4,2010.0,5,162,0.04,0.0,0.0,0.0
13312,13551,1290,26,2007.0,8,381,0.04,0.0,0.0,0.0
13313,13552,8994,6,2002.0,8,60,0.03,0.01,0.0,0.0
13314,13553,4476,13,2011.0,0,51,0.01,0.02,0.0,0.01
13315,13554,3489,17,2011.0,3,370,0.03,0.01,0.0,0.0
13316,13555,9779,15,1998.0,2,438,0.0,0.0,0.04,0.0
13317,13556,11159,2,2015.0,0,347,0.0,0.0,0.04,0.0
13318,13557,10735,28,2006.0,2,524,0.04,0.0,0.0,0.0
13319,13558,7718,19,2012.0,7,98,0.0,0.0,0.04,0.0
13320,13559,8189,4,2006.0,0,291,0.0,0.0,0.04,0.0
13321,13560,1603,19,2011.0,1,7,0.0,0.0,0.04,0.0
13322,13561,69,19,2009.0,1,461,0.0,0.0,0.04,0.0
13323,13562,9557,16,2006.0,1,275,0.0,0.0,0.04,0.0
13324,13563,9003,19,2009.0,3,37,0.0,0.0,0.04,0.0
13325,13564,5126,13,2016.0,1,464,0.01,0.03,0.0,0.0
13326,13565,6586,13,2007.0,6,138,0.0,0.04,0.0,0.01
13327,13566,6499,4,2008.0,0,492,0.0,0.0,0.04,0.0
13328,13567,5595,17,2012.0,4,109,0.0,0.0,0.04,0.0
13329,13568,7413,13,2015.0,10,275,0.0,0.04,0.0,0.0
13330,13569,10403,4,2008.0,1,461,0.0,0.0,0.04,0.0
13331,13570,10375,16,2001.0,9,146,0.0,0.0,0.04,0.0
13332,13571,5143,20,2012.0,7,281,0.0,0.0,0.04,0.0
13333,13572,9961,15,1998.0,0,241,0.02,0.02,0.0,0.0
13334,13573,9080,29,2004.0,10,101,0.03,0.01,0.0,0.0
13335,13574,1370,6,2002.0,3,524,0.03,0.01,0.0,0.0
13336,13575,899,16,2004.0,1,445,0.02,0.02,0.0,0.01
13337,13576,9789,26,2010.0,4,158,0.04,0.0,0.0,0.0
13338,13577,7728,16,2005.0,0,543,0.02,0.02,0.0,0.01
13339,13578,4706,16,2008.0,1,230,0.0,0.0,0.04,0.0
13340,13579,9130,28,2009.0,10,5,0.0,0.04,0.0,0.0
13341,13580,8092,29,2003.0,6,17,0.03,0.01,0.0,0.0
13342,13581,4729,19,2008.0,2,301,0.0,0.0,0.04,0.0
13343,13582,8115,16,2006.0,2,347,0.0,0.0,0.04,0.0
13344,13583,8125,19,2010.0,1,30,0.0,0.0,0.04,0.0
13345,13584,7827,2,2011.0,10,112,0.0,0.04,0.0,0.0
13346,13585,6522,4,2009.0,0,492,0.0,0.0,0.04,0.0
13347,13586,5746,19,2006.0,3,275,0.02,0.0,0.02,0.0
13348,13587,5572,26,2011.0,4,528,0.0,0.04,0.0,0.0
13349,13588,6889,29,2005.0,10,198,0.03,0.01,0.0,0.0
13350,13589,3256,26,2009.0,10,427,0.02,0.02,0.0,0.0
13351,13590,6851,17,2013.0,9,347,0.0,0.0,0.04,0.0
13352,13591,635,26,2006.0,0,487,0.04,0.0,0.0,0.0
13353,13592,8081,26,2008.0,0,499,0.04,0.0,0.0,0.0
13354,13593,6717,6,2001.0,0,485,0.03,0.01,0.0,0.0
13355,13594,683,26,2008.0,8,409,0.04,0.0,0.0,0.0
13356,13595,11271,4,2011.0,0,87,0.0,0.0,0.04,0.0
13357,13596,4212,4,2008.0,1,280,0.04,0.0,0.0,0.0
13358,13597,5027,13,2008.0,0,288,0.02,0.02,0.0,0.01
13359,13598,1251,2,2016.0,3,166,0.0,0.0,0.04,0.0
13360,13599,6593,4,2006.0,1,301,0.0,0.0,0.04,0.0
13361,13600,2333,2,2014.0,0,166,0.0,0.0,0.04,0.0
13362,13601,1333,4,2009.0,5,378,0.04,0.0,0.0,0.0
13363,13602,9758,6,2002.0,0,21,0.03,0.01,0.0,0.0
13364,13603,6216,29,2006.0,6,138,0.03,0.01,0.0,0.0
13365,13604,7740,20,2016.0,0,362,0.0,0.0,0.04,0.0
13366,13605,1813,15,2000.0,9,275,0.02,0.02,0.0,0.0
13367,13606,5445,16,2001.0,0,324,0.0,0.0,0.04,0.0
13368,13607,7203,4,2010.0,0,257,0.0,0.04,0.0,0.0
13369,13608,9859,26,2007.0,8,467,0.04,0.0,0.0,0.0
13370,13609,9262,17,2013.0,2,347,0.0,0.0,0.04,0.0
13371,13610,8206,29,2004.0,4,198,0.03,0.01,0.0,0.0
13372,13611,532,28,2010.0,8,296,0.04,0.0,0.0,0.0
13373,13612,738,16,2009.0,9,275,0.0,0.0,0.04,0.0
13374,13613,2893,16,2002.0,10,138,0.0,0.0,0.04,0.0
13375,13614,2720,4,2009.0,9,6,0.04,0.0,0.0,0.0
13376,13615,4016,15,2001.0,10,4,0.02,0.02,0.0,0.0
13377,13616,10533,18,2016.0,3,37,0.0,0.0,0.04,0.0
13378,13617,7501,19,2004.0,5,232,0.0,0.0,0.04,0.0
13379,13618,9929,13,2006.0,9,138,0.01,0.02,0.0,0.01
13380,13619,3847,2,2011.0,3,359,0.0,0.0,0.04,0.0
13381,13620,908,29,2003.0,2,224,0.03,0.01,0.0,0.0
13382,13621,7195,4,2007.0,5,524,0.03,0.01,0.0,0.0
13383,13622,4686,17,2016.0,0,347,0.0,0.0,0.04,0.0
13384,13623,9552,29,2002.0,10,321,0.03,0.01,0.0,0.0
13385,13624,9947,13,2002.0,9,138,0.01,0.02,0.0,0.01
13386,13625,7307,13,2004.0,11,46,0.0,0.03,0.0,0.01
13387,13626,297,20,2014.0,1,262,0.0,0.0,0.04,0.0
13388,13627,2550,4,2011.0,8,120,0.04,0.0,0.0,0.0
13389,13628,5302,7,2003.0,10,325,0.03,0.01,0.0,0.0
13390,13629,7214,19,2007.0,0,99,0.04,0.0,0.0,0.0
13391,13630,4568,4,2005.0,3,445,0.0,0.0,0.04,0.0
13392,13631,5142,4,2007.0,7,207,0.0,0.0,0.04,0.0
13393,13632,818,13,2001.0,11,138,0.0,0.04,0.0,0.01
13394,13633,6355,13,2011.0,1,524,0.01,0.02,0.0,0.01
13395,13634,9659,26,2012.0,0,170,0.0,0.04,0.0,0.0
13396,13635,1558,13,2009.0,11,487,0.0,0.03,0.0,0.01
13397,13636,6204,26,2008.0,4,409,0.04,0.0,0.0,0.0
13398,13637,6552,26,2010.0,3,70,0.04,0.0,0.0,0.0
13399,13638,1025,19,2005.0,7,85,0.0,0.03,0.0,0.01
13400,13639,10248,29,2006.0,10,493,0.03,0.01,0.0,0.0
13401,13640,2069,13,2008.0,0,85,0.01,0.02,0.0,0.01
13402,13641,313,19,2011.0,1,230,0.0,0.0,0.04,0.0
13403,13642,9390,4,2006.0,3,359,0.0,0.0,0.04,0.0
13404,13643,3012,4,2009.0,9,6,0.04,0.0,0.0,0.0
13405,13644,4480,4,2011.0,5,528,0.0,0.04,0.0,0.01
13406,13645,8380,26,2010.0,1,160,0.0,0.04,0.0,0.01
13407,13646,5764,29,2005.0,8,438,0.03,0.01,0.0,0.0
13408,13647,3669,19,2012.0,0,347,0.0,0.0,0.04,0.0
13409,13648,3718,26,2007.0,2,6,0.03,0.0,0.0,0.0
13410,13649,4068,18,2016.0,0,464,0.0,0.04,0.0,0.01
13411,13650,10973,19,2006.0,3,493,0.04,0.0,0.0,0.0
13412,13651,8114,17,2015.0,2,347,0.0,0.0,0.04,0.0
13413,13652,76,30,2016.0,0,501,0.02,0.02,0.0,0.0
13414,13653,2110,7,2004.0,2,53,0.03,0.01,0.0,0.0
13415,13654,2261,2,2013.0,0,347,0.0,0.0,0.04,0.0
13416,13655,3662,2,2015.0,0,524,0.03,0.0,0.0,0.0
13417,13656,10781,4,2007.0,9,432,0.0,0.0,0.04,0.0
13418,13657,7116,19,2011.0,7,362,0.0,0.0,0.04,0.0
13419,13658,6942,19,2006.0,6,347,0.04,0.0,0.0,0.0
13420,13659,10791,19,2009.0,0,461,0.0,0.0,0.04,0.0
13421,13660,3997,13,2006.0,11,524,0.0,0.03,0.0,0.01
13422,13661,5586,4,2008.0,7,200,0.04,0.0,0.0,0.0
13423,13662,1492,4,2008.0,3,347,0.0,0.0,0.04,0.0
13424,13663,3972,19,2008.0,0,275,0.04,0.0,0.0,0.0
13425,13664,10622,13,2011.0,10,445,0.0,0.03,0.0,0.01
13426,13665,6035,26,2008.0,5,57,0.04,0.0,0.0,0.0
13427,13666,3002,13,2009.0,11,29,0.0,0.03,0.0,0.01
13428,13668,5147,19,2010.0,1,412,0.0,0.0,0.04,0.0
13429,13669,10494,16,2000.0,3,499,0.02,0.02,0.0,0.01
13430,13670,3047,17,2008.0,6,481,0.0,0.03,0.0,0.01
13431,13671,10668,19,2005.0,5,455,0.04,0.0,0.0,0.0
13432,13672,9558,16,2007.0,10,275,0.0,0.0,0.04,0.0
13433,13673,5429,13,2012.0,10,493,0.04,0.0,0.0,0.0
13434,13675,1864,23,1996.0,7,144,0.0,0.0,0.04,0.0
13435,13676,9353,4,2008.0,6,481,0.03,0.01,0.0,0.0
13436,13678,6708,18,2015.0,2,301,0.01,0.0,0.02,0.0
13437,13679,4258,13,2005.0,11,137,0.0,0.04,0.0,0.0
13438,13680,5136,4,2006.0,0,111,0.04,0.0,0.0,0.0
13439,13681,3949,4,2008.0,9,275,0.0,0.0,0.04,0.0
13440,13682,8513,19,2010.0,1,263,0.0,0.0,0.04,0.0
13441,13683,10009,28,2011.0,1,501,0.01,0.03,0.0,0.0
13442,13684,8738,13,2009.0,3,445,0.0,0.04,0.0,0.01
13443,13685,4104,2,2012.0,3,524,0.04,0.0,0.0,0.0
13444,13686,11158,16,2005.0,10,575,0.02,0.02,0.0,0.01
13445,13687,1357,19,2011.0,1,7,0.0,0.0,0.04,0.0
13446,13688,5211,13,2013.0,8,85,0.0,0.03,0.0,0.01
13447,13689,7017,4,2010.0,9,487,0.04,0.0,0.0,0.0
13448,13690,3870,19,2007.0,6,70,0.03,0.0,0.0,0.0
13449,13691,8944,29,2004.0,9,198,0.03,0.01,0.0,0.0
13450,13692,31,16,2008.0,1,107,0.0,0.0,0.04,0.0
13451,13693,685,4,2010.0,7,347,0.0,0.0,0.04,0.0
13452,13694,7835,13,2003.0,11,323,0.01,0.02,0.0,0.01
13453,13695,1939,28,2012.0,2,89,0.04,0.0,0.0,0.0
13454,13696,10734,16,2001.0,8,4,0.02,0.02,0.0,0.01
13455,13697,1028,15,1998.0,10,275,0.0,0.0,0.04,0.0
13456,13698,615,4,2007.0,10,191,0.0,0.0,0.04,0.0
13457,13699,1320,6,2004.0,0,138,0.03,0.01,0.0,0.0
13458,13700,3374,19,2011.0,1,230,0.0,0.0,0.04,0.0
13459,13701,3525,19,2006.0,3,499,0.03,0.0,0.0,0.0
13460,13702,1374,4,2009.0,5,347,0.0,0.0,0.04,0.0
13461,13703,1235,29,2005.0,2,85,0.03,0.01,0.0,0.0
13462,13704,11076,18,2016.0,11,493,0.01,0.02,0.0,0.01
13463,13705,1557,13,2007.0,11,487,0.01,0.03,0.0,0.01
13464,13706,6754,15,1995.0,8,413,0.02,0.02,0.0,0.0
13465,13707,8476,19,2012.0,7,461,0.0,0.0,0.04,0.0
13466,13708,7296,28,2007.0,5,407,0.04,0.0,0.0,0.0
13467,13709,1905,15,1998.0,10,177,0.02,0.02,0.0,0.0
13468,13710,6314,10,2000.0,10,275,0.04,0.0,0.0,0.0
13469,13711,5718,13,2011.0,11,528,0.0,0.03,0.0,0.01
13470,13712,6268,10,1998.0,10,275,0.04,0.0,0.0,0.0
13471,13713,10895,17,2010.0,10,499,0.0,0.0,0.04,0.0
13472,13714,2248,4,2010.0,0,347,0.0,0.0,0.04,0.0
13473,13715,8091,19,2007.0,8,543,0.03,0.0,0.0,0.0
13474,13716,6883,19,2006.0,6,445,0.03,0.01,0.0,0.01
13475,13717,3945,21,1996.0,1,452,0.0,0.0,0.04,0.0
13476,13718,10975,21,1994.0,10,445,0.0,0.0,0.04,0.0
13477,13719,6876,20,2012.0,0,275,0.0,0.0,0.04,0.0
13478,13720,180,16,2005.0,0,487,0.02,0.02,0.0,0.01
13479,13721,1380,4,2009.0,8,566,0.04,0.0,0.0,0.0
13480,13722,9134,17,2011.0,10,381,0.0,0.03,0.0,0.01
13481,13723,8030,19,2011.0,1,230,0.0,0.0,0.04,0.0
13482,13724,5760,23,1995.0,7,118,0.0,0.0,0.04,0.0
13483,13725,8363,29,2005.0,11,493,0.03,0.01,0.0,0.0
13484,13726,6779,13,2011.0,6,1,0.0,0.03,0.0,0.01
13485,13727,3851,19,2012.0,0,230,0.0,0.0,0.04,0.0
13486,13728,5564,7,2002.0,10,21,0.03,0.01,0.0,0.0
13487,13729,10482,2,2011.0,7,166,0.0,0.0,0.04,0.0
13488,13730,3881,26,2010.0,6,122,0.04,0.0,0.0,0.0
13489,13731,3379,28,2011.0,8,30,0.0,0.0,0.04,0.0
13490,13732,3549,4,2012.0,0,184,0.0,0.04,0.0,0.0
13491,13733,5293,28,2012.0,10,493,0.04,0.0,0.0,0.0
13492,13734,3655,13,2003.0,0,493,0.0,0.03,0.0,0.01
13493,13736,6833,19,2009.0,0,275,0.0,0.0,0.04,0.0
13494,13737,11239,23,1995.0,6,63,0.0,0.0,0.04,0.0
13495,13738,6749,26,2010.0,10,528,0.03,0.0,0.0,0.0
13496,13739,1440,26,2010.0,3,541,0.04,0.0,0.0,0.0
13497,13740,6912,10,1999.0,11,347,0.0,0.0,0.04,0.0
13498,13741,5944,10,1999.0,6,524,0.03,0.01,0.0,0.0
13499,13742,11037,10,1999.0,11,241,0.03,0.01,0.0,0.0
13500,13743,7612,10,1999.0,6,238,0.03,0.01,0.0,0.0
13501,13744,5184,10,2000.0,4,241,0.03,0.01,0.0,0.0
13502,13745,9305,6,2003.0,4,53,0.03,0.01,0.0,0.0
13503,13746,1940,10,1998.0,2,275,0.03,0.01,0.0,0.0
13504,13747,4815,16,2003.0,0,491,0.0,0.0,0.04,0.0
13505,13748,8305,19,2012.0,0,19,0.0,0.0,0.04,0.0
13506,13749,2473,7,2002.0,4,487,0.03,0.01,0.0,0.0
13507,13750,3898,19,2011.0,7,499,0.0,0.0,0.04,0.0
13508,13751,5771,4,2007.0,5,126,0.01,0.02,0.0,0.0
13509,13752,11036,29,2005.0,11,91,0.03,0.01,0.0,0.0
13510,13753,7780,13,2012.0,0,85,0.0,0.03,0.0,0.01
13511,13754,10887,19,2012.0,10,19,0.0,0.0,0.04,0.0
13512,13755,8167,28,2007.0,0,499,0.03,0.0,0.01,0.0
13513,13756,9164,4,2005.0,10,296,0.04,0.0,0.0,0.0
13514,13757,7218,15,1998.0,8,347,0.02,0.02,0.0,0.0
13515,13758,10835,4,2010.0,3,524,0.04,0.0,0.0,0.0
13516,13759,9579,17,2012.0,6,528,0.04,0.0,0.0,0.0
13517,13760,8197,19,2009.0,7,455,0.0,0.0,0.04,0.0
13518,13761,4285,18,2014.0,0,455,0.0,0.03,0.0,0.01
13519,13762,4384,19,2013.0,10,445,0.0,0.0,0.04,0.0
13520,13763,4218,17,2007.0,1,445,0.0,0.0,0.04,0.0
13521,13764,5181,4,2009.0,5,88,0.04,0.0,0.0,0.0
13522,13765,6802,30,2016.0,2,347,0.03,0.01,0.0,0.0
13523,13766,3814,19,2011.0,1,230,0.0,0.0,0.04,0.0
13524,13767,8263,16,2008.0,8,445,0.0,0.0,0.04,0.0
13525,13768,359,16,2002.0,6,142,0.02,0.02,0.0,0.01
13526,13769,6076,4,2008.0,3,227,0.0,0.0,0.04,0.0
13527,13770,9244,4,2009.0,1,347,0.0,0.0,0.04,0.0
13528,13771,519,16,2006.0,7,499,0.0,0.0,0.04,0.0
13529,13772,9569,30,2014.0,0,6,0.0,0.04,0.0,0.0
13530,13773,2273,2,2014.0,1,212,0.0,0.0,0.04,0.0
13531,13774,2728,13,2007.0,11,543,0.0,0.03,0.0,0.01
13532,13775,5832,6,2002.0,10,524,0.03,0.01,0.0,0.0
13533,13776,4584,4,2009.0,9,524,0.04,0.0,0.0,0.0
13534,13777,9806,17,2012.0,7,156,0.0,0.0,0.04,0.0
13535,13778,3538,16,2008.0,0,493,0.02,0.02,0.0,0.01
13536,13779,1946,4,2010.0,3,565,0.04,0.0,0.0,0.0
13537,13780,1445,16,2006.0,1,243,0.0,0.0,0.04,0.0
13538,13781,6736,18,2014.0,11,499,0.03,0.0,0.0,0.01
13539,13782,3167,16,2003.0,10,275,0.02,0.02,0.0,0.01
13540,13783,4730,19,2009.0,2,301,0.0,0.0,0.04,0.0
13541,13784,239,4,2006.0,3,490,0.0,0.0,0.04,0.0
13542,13785,5878,6,2003.0,4,53,0.03,0.01,0.0,0.0
13543,13786,3707,13,2005.0,7,343,0.0,0.03,0.0,0.01
13544,13787,7006,13,2010.0,11,265,0.03,0.0,0.0,0.0
13545,13788,1939,17,2012.0,2,89,0.04,0.0,0.0,0.0
13546,13789,4859,16,2007.0,2,438,0.0,0.0,0.04,0.0
13547,13790,10836,4,2007.0,3,524,0.0,0.04,0.0,0.0
13548,13791,8930,17,2016.0,7,464,0.0,0.0,0.04,0.0
13549,13792,1890,17,2013.0,1,98,0.0,0.0,0.04,0.0
13550,13793,1149,13,2010.0,1,524,0.0,0.03,0.0,0.01
13551,13794,2576,19,2011.0,1,263,0.0,0.0,0.04,0.0
13552,13795,9317,17,2007.0,10,524,0.03,0.0,0.0,0.0
13553,13796,3270,17,2009.0,11,120,0.0,0.03,0.0,0.01
13554,13797,9661,29,2006.0,0,493,0.03,0.01,0.0,0.0
13555,13798,2939,6,2004.0,5,359,0.0,0.0,0.04,0.0
13556,13799,505,19,2009.0,0,109,0.04,0.0,0.0,0.0
